attendance_consistency,task_completion,task_delay_rate,productive_hours,experience,project_complexity,feedback_score,role,performance_percentage
66.61,54.91,62.74,5.95,4,4,2.03,Manager,60.46
94.06,99.32,20.52,8.87,8,4,4.12,HR,100.0
98.73,95.93,15.14,9.85,7,4,4.26,HR,100.0
85.22,89.11,20.52,9.71,11,5,4.96,HR,100.0
92.88,90.27,10.28,8.55,4,3,4.69,HR,100.0
66.03,46.13,64.23,4.02,2,1,1.89,Manager,49.04
98.54,96.13,23.81,8.97,9,4,4.88,HR,100.0
90.95,86.64,15.13,8.07,8,3,4.65,HR,100.0
58.07,57.61,60.51,5.34,6,5,2.35,Manager,60.15
69.97,55.74,83.85,5.56,3,4,1.53,Team Lead,50.93
61.91,56.16,72.74,5.38,8,4,2.12,Manager,63.3
76.23,68.68,47.43,6.52,14,2,2.71,Employee,100.0
51.25,44.17,71.68,5.17,2,5,1.23,Employee,37.75
87.11,94.2,19.12,9.52,4,3,4.55,Manager,100.0
58.1,52.54,67.01,5.84,3,3,1.13,Employee,51.77
84.71,70.66,39.5,7.96,7,3,3.81,Team Lead,100.0
96.97,99.74,20.91,9.5,12,1,4.98,Team Lead,100.0
60.35,44.18,89.35,4.75,2,1,1.16,Team Lead,42.03
83.31,78.71,49.04,7.05,11,4,3.26,Employee,100.0
72.46,79.64,44.06,7.18,4,4,3.45,HR,86.36
89.04,88.69,14.62,8.6,3,5,4.09,Manager,100.0
98.54,81.23,19.01,8.04,11,1,4.93,Team Lead,100.0
97.74,97.21,16.05,9.57,6,5,4.4,Manager,100.0
61.1,43.26,86.92,5.03,6,5,1.85,Manager,47.3
65.26,52.11,84.6,4.46,4,4,2.23,HR,48.47
69.64,43.83,61.26,5.42,10,1,1.92,HR,73.01
66.66,59.33,69.6,5.15,6,5,1.4,Manager,55.26
88.09,86.43,13.96,9.89,6,4,4.93,Employee,100.0
72.49,68.62,58.38,7.79,7,1,2.73,Team Lead,91.64
53.71,63.52,61.59,4.92,14,5,1.5,Team Lead,70.31
72.38,67.26,48.58,6.16,3,5,3.43,Team Lead,72.5
85.52,94.47,3.81,8.22,2,2,4.95,Manager,100.0
71.71,70.27,51.62,7.25,9,4,3.38,Employee,91.84
93.07,92.33,15.48,8.4,7,5,4.34,HR,100.0
98.17,94.32,27.26,9.67,1,4,4.03,HR,100.0
80.47,79.82,58.96,7.33,2,3,3.13,Employee,82.55
77.1,73.2,39.44,6.32,10,1,3.28,Team Lead,99.32
64.46,40.73,60.69,5.03,12,2,1.73,Employee,69.99
98.99,95.2,8.64,8.03,14,2,4.73,Team Lead,100.0
53.38,48.58,83.68,4.06,2,1,1.14,Manager,39.22
99.49,90.76,18.21,9.93,12,1,4.78,Team Lead,100.0
70.98,73.89,44.65,6.1,12,3,2.73,Manager,93.16
89.31,84.7,20.4,9.31,6,3,4.8,Employee,100.0
59.39,63.95,71.01,4.12,8,4,1.65,Manager,56.65
72.86,69.45,33.14,6.61,11,4,3.96,HR,99.26
74.77,67.94,44.76,7.59,3,1,3.29,Team Lead,88.52
71.67,67.57,50.79,7.86,3,4,3.0,Team Lead,80.35
56.81,54.65,76.15,5.98,11,4,2.3,Employee,70.74
81.43,67.87,52.46,7.96,14,3,3.4,Employee,100.0
58.32,51.92,85.02,5.34,8,2,1.76,Employee,60.67
53.08,61.78,88.88,5.24,1,3,2.35,Employee,48.01
61.3,40.32,88.78,4.22,14,2,2.23,Manager,65.88
92.99,98.6,15.76,8.89,10,3,4.95,HR,100.0
67.89,60.11,75.5,4.54,13,5,1.22,HR,64.72
67.06,47.85,87.3,5.16,1,1,2.03,Employee,49.63
74.92,67.75,40.45,6.79,9,1,3.91,Employee,100.0
77.45,72.35,54.89,7.89,2,4,3.44,Team Lead,82.74
64.39,44.39,85.56,4.15,8,2,1.9,Employee,54.57
92.14,92.12,18.31,8.77,4,1,4.51,Team Lead,100.0
92.1,84.32,25.41,8.68,13,5,4.36,HR,100.0
61.74,50.02,85.89,4.1,7,2,2.35,HR,55.52
99.54,92.09,5.46,9.7,12,2,4.11,HR,100.0
54.45,54.59,75.73,5.29,2,5,2.03,Employee,45.43
74.82,65.52,33.82,7.83,3,4,3.24,HR,84.95
75.17,79.87,47.57,6.09,1,3,2.84,Manager,73.92
70.3,68.98,42.17,6.86,2,1,2.58,HR,79.03
50.77,44.12,77.61,4.02,4,1,1.67,HR,44.86
58.62,54.17,84.65,5.11,8,1,1.27,Employee,59.9
95.96,91.83,24.88,8.12,12,2,4.23,Manager,100.0
74.99,69.3,57.94,6.62,5,4,3.36,HR,79.84
66.98,53.24,84.7,4.23,12,4,2.28,Team Lead,64.32
71.5,69.2,57.34,6.73,10,1,3.44,Manager,96.03
82.1,71.19,45.01,7.29,9,2,3.12,Manager,98.89
81.2,78.95,43.51,7.13,2,3,3.6,Team Lead,86.91
86.46,96.93,9.88,9.17,2,5,4.61,HR,100.0
88.76,95.85,26.39,8.31,13,4,4.54,HR,100.0
74.42,75.79,53.01,6.81,14,1,3.49,Employee,100.0
97.69,82.74,18.69,8.7,12,1,4.89,HR,100.0
99.48,92.71,22.74,8.72,2,3,4.74,HR,100.0
83.1,74.75,52.14,6.62,8,1,2.87,Employee,94.23
95.56,80.79,13.87,9.45,6,2,4.74,Employee,100.0
83.45,65.77,38.72,6.11,11,1,3.96,Team Lead,100.0
71.74,69.74,44.33,7.04,5,2,3.11,Manager,86.74
69.47,42.92,74.6,4.82,1,5,1.15,Team Lead,37.14
57.85,40.21,88.48,5.54,5,3,2.49,Employee,53.01
92.31,98.94,4.02,8.8,12,4,4.82,Manager,100.0
50.92,49.15,85.73,4.29,14,3,2.39,HR,65.75
90.08,95.39,9.98,8.99,5,4,4.77,Team Lead,100.0
70.57,72.52,54.69,7.14,8,4,2.9,Manager,86.66
53.95,46.63,85.93,5.68,13,4,1.28,HR,63.1
87.84,88.02,28.43,8.79,6,4,4.12,Team Lead,100.0
56.02,43.12,78.91,5.15,7,2,2.13,Employee,57.56
97.2,86.5,20.81,8.38,9,5,4.13,HR,100.0
78.29,66.66,53.79,6.05,11,1,3.02,Employee,94.13
82.41,72.05,40.99,7.32,2,1,3.37,HR,89.5
65.4,62.33,86.37,5.5,5,1,2.5,Manager,65.75
87.15,94.57,13.37,8.42,12,4,4.06,Manager,100.0
80.0,71.5,32.89,6.65,8,1,3.48,Team Lead,99.52
78.98,69.16,36.49,6.09,9,2,3.56,Team Lead,95.41
61.97,40.54,89.12,4.81,13,5,1.21,Employee,55.95
76.99,76.65,34.67,7.76,8,1,3.35,Employee,100.0
87.52,95.85,6.93,8.86,10,1,4.53,Manager,100.0
52.93,51.77,75.54,4.35,7,3,1.52,HR,51.05
82.98,66.96,37.38,7.72,13,5,3.32,Employee,100.0
76.77,71.36,57.7,6.43,14,3,3.66,Manager,100.0
84.01,77.81,33.07,6.26,5,2,3.51,Team Lead,92.62
94.8,98.46,2.89,8.64,10,2,4.52,HR,100.0
79.66,68.53,55.55,7.41,7,3,3.16,Employee,90.23
77.13,69.55,59.83,6.37,13,4,3.07,Team Lead,93.37
69.86,64.24,84.52,5.16,8,3,1.79,Team Lead,64.58
96.78,90.75,14.53,9.36,4,4,4.29,HR,100.0
96.48,95.98,5.25,9.7,3,1,4.71,Team Lead,100.0
55.57,62.99,73.07,4.86,9,5,2.17,Manager,61.32
56.76,45.46,86.14,5.8,1,1,1.51,HR,47.16
65.02,40.84,85.13,5.9,12,5,1.25,Team Lead,61.2
85.89,98.08,9.12,9.26,13,3,4.16,HR,100.0
92.68,85.34,20.08,8.9,13,2,4.68,Team Lead,100.0
83.5,66.81,59.04,6.51,13,5,2.52,Employee,90.27
92.84,96.78,9.55,8.63,11,2,4.9,Manager,100.0
79.55,68.29,57.63,6.71,6,3,3.74,Employee,87.07
90.38,94.8,18.46,8.41,11,4,4.36,Employee,100.0
63.12,45.5,63.64,4.17,14,1,1.85,Team Lead,72.77
86.36,81.91,29.89,9.09,2,2,4.39,HR,100.0
52.91,59.16,63.95,5.97,5,5,2.5,Manager,60.52
94.34,83.35,12.11,9.02,9,4,4.34,Employee,100.0
86.68,85.7,26.15,8.05,11,5,4.29,Employee,100.0
98.49,81.67,8.07,9.01,6,4,4.19,HR,100.0
83.1,71.78,53.48,6.94,1,3,3.79,HR,81.26
72.55,79.73,53.43,7.99,10,2,3.27,Team Lead,100.0
64.62,52.57,75.01,4.58,9,1,2.07,Team Lead,66.21
99.41,86.41,29.89,9.69,11,4,4.61,Team Lead,100.0
76.87,67.76,38.06,6.87,4,3,3.26,HR,84.58
88.01,94.6,27.62,8.13,10,2,4.52,Manager,100.0
66.43,60.11,64.47,4.78,2,1,2.37,Manager,59.48
83.35,75.62,31.87,6.29,4,1,2.51,Manager,87.18
89.98,84.05,16.66,8.52,7,1,4.07,Team Lead,100.0
99.07,97.17,6.75,9.18,14,5,4.72,Employee,100.0
76.16,78.87,51.36,7.45,8,1,3.38,Employee,100.0
81.75,70.01,50.08,7.32,14,3,3.35,HR,100.0
95.22,89.81,21.51,8.23,8,3,4.95,Manager,100.0
71.54,76.06,38.6,6.15,2,1,3.84,Manager,84.96
94.18,83.36,21.34,9.95,11,2,4.77,Employee,100.0
71.93,77.63,40.47,6.88,5,3,3.31,Team Lead,88.11
57.91,61.87,80.95,5.53,10,1,1.82,HR,71.62
91.06,81.75,23.71,8.93,7,2,4.48,HR,100.0
94.45,88.05,0.5,9.01,2,3,4.56,Team Lead,100.0
98.09,87.35,24.01,9.23,14,4,4.62,HR,100.0
72.62,69.34,33.07,6.11,9,4,3.81,HR,91.92
51.65,44.22,82.48,4.99,3,4,1.24,Manager,38.85
96.01,96.21,11.67,8.27,11,3,4.69,Employee,100.0
81.42,78.07,39.93,7.97,14,4,3.23,Team Lead,100.0
52.17,56.78,74.35,5.53,11,1,1.67,HR,71.2
60.76,61.85,67.28,4.2,11,4,1.35,HR,62.05
82.53,76.76,54.73,7.45,8,3,3.75,Team Lead,98.7
77.81,75.0,31.62,6.47,8,1,2.67,Team Lead,95.33
68.96,64.96,80.71,4.23,13,1,1.78,Team Lead,74.62
89.63,95.53,3.94,8.89,3,5,4.32,HR,100.0
97.61,93.54,26.4,9.77,4,4,4.41,Employee,100.0
77.02,70.91,35.13,7.61,7,3,3.93,Team Lead,99.17
73.96,70.47,41.74,6.41,13,3,3.81,Team Lead,100.0
89.94,97.37,21.43,9.97,11,2,4.33,HR,100.0
56.38,56.65,62.35,5.26,12,5,2.37,Manager,70.77
53.75,61.41,63.76,4.7,2,1,1.59,Team Lead,52.54
75.81,72.9,44.41,6.61,11,1,3.03,HR,100.0
99.19,95.01,29.74,9.16,3,4,4.82,Manager,100.0
58.08,46.29,63.68,5.19,6,1,2.24,Team Lead,62.82
70.92,69.42,48.68,7.37,8,5,3.73,Manager,90.35
93.15,92.77,7.75,9.1,1,5,4.21,Team Lead,100.0
62.14,63.88,80.92,4.31,11,1,1.78,Employee,68.97
52.01,61.8,84.4,5.58,3,3,1.26,Employee,48.89
79.16,78.52,40.89,7.71,7,2,2.51,Team Lead,96.23
98.77,86.59,25.89,8.71,7,2,4.51,Employee,100.0
88.21,83.16,27.9,8.52,3,5,4.86,HR,100.0
73.48,66.29,52.39,6.97,13,4,3.97,Manager,100.0
54.32,52.04,80.41,4.61,2,1,2.05,Employee,48.4
74.42,65.21,52.14,7.67,5,5,3.61,Team Lead,84.14
95.43,83.68,15.31,9.0,3,5,4.82,Employee,100.0
72.33,74.68,40.29,7.78,7,3,3.18,Manager,95.22
50.57,42.56,81.01,5.69,9,5,2.17,Employee,56.55
97.16,82.94,22.43,9.63,5,2,4.88,Team Lead,100.0
67.85,58.92,70.49,4.42,6,5,1.96,Manager,54.42
94.98,88.74,18.94,9.45,12,4,4.17,HR,100.0
92.61,83.08,25.91,8.8,2,2,4.51,Manager,100.0
73.92,73.53,36.17,7.89,14,5,3.31,Team Lead,100.0
61.83,60.45,76.16,5.55,3,5,1.62,Manager,50.23
86.0,93.76,19.72,8.84,13,2,4.91,Manager,100.0
78.71,73.92,38.73,6.53,1,3,3.64,Team Lead,80.99
98.55,91.48,2.67,8.93,13,3,4.75,Employee,100.0
92.74,86.13,3.27,8.02,9,2,4.74,Team Lead,100.0
75.32,79.54,47.51,7.79,9,4,3.09,Team Lead,97.63
62.99,59.82,76.2,4.4,13,4,1.34,HR,65.15
71.99,77.25,48.38,6.11,5,3,3.55,Employee,83.78
74.18,72.37,52.83,7.86,12,2,3.41,HR,100.0
59.55,44.06,64.45,4.83,13,2,2.04,Team Lead,71.53
55.83,40.08,61.08,4.57,3,5,1.29,Employee,39.05
75.0,78.65,48.35,7.35,1,5,2.51,Team Lead,73.99
75.69,76.57,52.3,6.08,6,1,3.92,Manager,91.43
99.35,98.63,29.59,8.03,6,1,4.72,Team Lead,100.0
74.35,71.42,52.01,6.14,2,2,2.83,Team Lead,74.47
55.64,50.91,67.88,4.37,9,1,1.95,Employee,63.25
56.19,61.54,70.14,4.21,7,1,1.44,Employee,58.75
51.96,53.45,84.51,4.48,1,4,2.13,Manager,39.13
91.49,84.73,22.93,8.77,8,2,4.67,Team Lead,100.0
72.08,74.71,56.12,7.4,4,1,3.36,Employee,88.99
55.89,41.56,67.99,5.92,11,2,2.11,HR,71.01
87.71,97.68,2.75,8.04,3,4,4.19,Manager,100.0
75.26,72.61,44.14,7.83,3,4,3.3,Employee,85.43
61.51,50.87,88.43,5.58,4,1,1.93,Manager,56.53
93.4,87.17,2.58,9.46,13,3,4.87,Employee,100.0
76.47,76.11,44.49,7.11,6,3,2.99,Team Lead,89.56
54.84,56.97,84.66,5.0,6,2,1.42,Manager,53.99
75.33,75.82,30.78,6.71,1,5,2.71,Employee,74.53
81.79,69.4,40.03,6.32,3,4,3.1,Team Lead,78.36
76.88,70.43,30.42,7.16,5,2,2.72,Team Lead,89.64
96.45,87.0,4.4,8.19,6,2,4.11,Manager,100.0
88.05,87.36,29.48,9.8,14,4,4.25,Employee,100.0
93.01,99.83,2.47,9.51,14,5,4.54,Employee,100.0
53.73,64.46,81.52,4.5,14,5,1.89,Employee,66.4
59.64,43.11,66.43,4.13,9,3,1.86,HR,56.51
79.1,69.73,42.29,7.31,8,2,3.84,Team Lead,99.99
89.97,82.29,13.83,8.47,12,1,4.95,HR,100.0
72.33,76.72,44.44,6.18,4,5,3.11,Manager,76.66
92.28,80.78,3.55,9.9,6,3,4.23,HR,100.0
55.88,40.42,77.99,5.95,7,2,2.39,Employee,62.17
70.51,78.6,57.55,7.12,2,4,3.22,HR,77.43
73.38,75.85,54.04,6.7,13,4,3.25,Employee,98.08
83.84,72.18,46.15,6.74,8,4,3.03,HR,90.25
99.83,89.4,7.69,9.78,2,3,4.49,Manager,100.0
77.71,65.55,46.09,6.65,5,3,3.82,Employee,86.22
68.96,57.65,66.53,5.45,6,5,2.04,Employee,60.71
76.12,77.65,31.02,7.54,14,1,3.55,HR,100.0
93.02,93.68,23.33,8.34,10,2,4.74,HR,100.0
87.35,97.56,21.31,8.63,5,5,4.07,HR,100.0
93.48,92.22,22.9,9.22,8,3,4.22,Employee,100.0
97.68,85.76,12.81,8.48,12,5,4.78,Manager,100.0
54.48,51.64,60.28,5.76,3,3,1.24,Manager,52.05
57.19,56.86,64.78,4.17,5,1,1.38,Team Lead,54.13
68.3,61.05,72.46,5.76,4,1,1.97,HR,65.57
97.99,93.51,28.77,9.4,14,1,4.72,HR,100.0
71.83,76.61,56.7,6.54,9,1,3.31,HR,94.83
80.65,73.28,30.63,7.64,2,5,3.33,Employee,84.88
75.1,75.71,52.62,7.01,11,4,2.69,Employee,93.47
74.79,77.26,56.28,7.2,4,4,3.84,Team Lead,85.82
81.61,72.55,41.88,7.17,7,4,2.86,Employee,89.93
54.64,51.56,82.45,4.73,14,3,2.26,Manager,69.59
64.8,58.19,61.14,5.24,2,2,2.41,HR,59.68
92.43,94.07,3.49,8.89,4,3,4.21,Team Lead,100.0
71.95,79.21,46.42,6.67,5,1,3.01,Team Lead,88.87
64.7,61.06,73.87,5.78,6,2,2.08,Team Lead,67.03
95.28,89.99,11.71,9.44,5,5,4.74,Employee,100.0
90.22,90.53,0.9,8.49,10,5,4.37,Manager,100.0
50.45,56.23,71.85,5.59,7,4,2.31,HR,60.62
67.45,55.33,64.72,5.92,5,2,1.78,HR,65.03
81.98,70.36,39.15,7.25,2,3,3.33,Employee,84.7
59.76,44.09,82.27,4.65,11,3,2.46,Manager,63.27
65.13,42.82,63.14,5.8,10,2,1.7,Team Lead,70.0
57.03,42.54,74.58,4.51,11,5,1.43,Manager,53.81
53.56,54.18,78.85,4.64,1,1,1.82,HR,46.15
98.95,89.41,8.66,9.81,13,5,4.9,HR,100.0
96.4,99.59,9.57,8.34,1,3,4.57,Employee,100.0
61.98,52.73,84.63,5.4,12,5,1.82,HR,64.49
88.2,81.53,23.88,9.66,9,1,4.25,Team Lead,100.0
97.23,91.52,0.14,8.08,1,3,4.98,Employee,100.0
73.84,65.31,37.42,7.74,1,1,3.02,Employee,84.36
92.43,93.12,28.34,9.34,12,2,4.71,HR,100.0
70.49,71.11,51.17,6.35,3,1,3.61,HR,82.52
95.73,83.31,17.35,9.01,3,3,4.74,Employee,100.0
54.52,40.63,81.69,5.62,13,4,2.2,Employee,66.56
85.95,91.18,26.09,9.18,10,2,4.49,Manager,100.0
85.8,87.88,10.5,9.29,8,2,4.72,Manager,100.0
62.86,45.25,73.35,5.1,5,2,2.03,HR,56.24
55.92,52.23,66.57,4.37,3,4,2.29,Employee,47.64
60.91,42.18,73.28,4.52,9,4,2.41,Manager,57.83
91.91,98.58,22.84,8.15,3,5,4.58,HR,100.0
95.45,98.45,21.22,8.31,10,1,4.58,HR,100.0
90.26,98.98,2.0,9.78,13,3,4.26,HR,100.0
52.56,43.08,86.87,5.64,10,2,1.7,Manager,61.4
81.11,65.61,59.72,6.43,1,4,3.23,HR,70.3
79.77,69.89,47.44,6.85,8,4,3.34,Employee,90.35
63.65,46.05,81.42,5.65,6,4,2.21,Employee,56.7
75.67,69.11,37.54,6.71,2,1,3.07,Manager,83.03
69.06,62.01,88.73,4.78,2,5,2.32,HR,47.59
64.41,45.35,63.38,5.5,9,4,1.37,HR,61.4
89.3,81.76,25.79,9.18,7,1,4.9,Manager,100.0
93.07,85.53,15.75,10.0,7,2,4.69,Team Lead,100.0
90.06,95.57,4.57,9.43,8,4,4.69,Employee,100.0
78.4,71.46,49.39,7.2,6,3,3.88,HR,92.53
89.15,93.24,9.67,9.37,4,3,4.98,Manager,100.0
64.2,47.34,82.38,4.79,1,4,1.06,Manager,37.04
61.49,63.11,85.54,5.7,14,3,1.45,Team Lead,74.98
74.94,75.41,55.8,6.76,3,5,3.95,Team Lead,79.74
65.99,61.34,84.39,5.57,5,3,2.02,Manager,60.01
55.05,43.35,65.79,5.94,7,4,1.82,Employee,58.44
70.84,65.79,57.23,7.44,6,1,3.52,HR,90.79
74.32,65.14,36.9,6.84,5,4,2.68,Employee,80.35
53.35,45.44,76.42,5.14,6,3,2.44,HR,55.56
55.2,46.94,60.43,5.65,14,3,1.04,HR,71.28
79.3,78.83,37.85,6.97,9,1,3.23,Employee,100.0
61.55,41.07,84.87,4.07,14,4,1.86,HR,60.36
94.5,91.9,14.9,8.2,9,1,4.11,Employee,100.0
99.91,93.04,20.44,8.07,11,1,4.05,Manager,100.0
71.06,77.62,42.71,7.0,13,1,2.9,Manager,100.0
57.86,40.75,89.15,4.42,14,4,1.68,Manager,59.36
85.31,81.94,8.62,8.67,7,5,4.71,HR,100.0
79.81,76.07,53.73,7.02,8,2,3.05,Manager,94.33
52.78,44.7,77.94,4.42,5,5,2.08,Manager,43.52
63.46,48.43,65.39,4.56,1,3,1.69,HR,44.56
99.9,99.59,19.88,8.75,3,2,4.07,Employee,100.0
89.46,96.23,5.08,8.97,7,5,4.63,Manager,100.0
56.05,60.5,84.97,5.86,14,5,1.63,HR,70.63
91.58,80.47,15.94,8.5,14,3,4.4,Employee,100.0
77.6,65.09,49.89,7.83,6,3,3.28,Manager,90.5
93.88,81.11,28.42,9.98,3,5,4.05,HR,100.0
63.42,54.8,62.58,5.79,8,3,1.57,Employee,66.56
82.23,73.35,52.71,6.64,3,4,2.97,Employee,78.04
58.31,48.95,85.56,4.4,11,1,2.19,HR,65.13
58.5,61.28,62.22,5.62,3,3,1.26,Team Lead,54.97
52.79,47.54,81.06,5.01,12,4,1.44,HR,59.49
95.18,95.28,29.76,8.69,8,2,4.41,HR,100.0
99.46,80.69,20.8,8.6,6,2,4.29,Team Lead,100.0
66.19,48.84,87.01,5.57,2,5,1.11,HR,41.22
56.61,49.52,67.43,5.81,14,1,1.72,Manager,79.16
53.51,47.37,74.51,5.33,10,5,2.14,Manager,60.04
55.52,45.13,83.95,5.87,4,3,1.12,Manager,47.56
98.05,84.37,13.68,9.7,9,5,4.82,Employee,100.0
89.92,83.71,2.67,9.68,13,3,4.48,Manager,100.0
54.03,44.67,78.12,4.97,14,2,1.81,Team Lead,69.19
50.25,58.28,67.5,4.88,9,5,2.46,HR,61.27
90.95,93.24,26.58,9.22,13,2,4.82,Manager,100.0
85.24,93.3,13.8,9.42,11,4,4.96,HR,100.0
82.35,77.47,55.31,7.7,10,3,3.2,Employee,100.0
51.32,42.44,61.8,4.52,12,4,2.41,HR,63.84
68.4,42.78,77.72,5.46,13,5,1.11,Team Lead,63.21
92.44,81.22,24.15,8.48,6,4,4.81,Employee,100.0
77.92,65.44,47.37,6.46,9,5,3.01,Manager,85.02
76.76,65.8,52.96,7.72,12,2,3.71,Team Lead,100.0
88.84,80.61,26.39,8.59,5,1,4.49,Employee,100.0
68.69,55.38,73.98,5.01,10,5,1.48,Manager,61.43
69.77,49.24,77.01,4.74,13,3,1.01,Manager,65.55
59.92,42.67,64.44,4.09,14,4,1.29,HR,61.82
82.33,65.74,50.11,7.51,3,3,3.8,Employee,86.84
85.31,98.63,7.56,8.9,9,1,4.95,Manager,100.0
54.96,60.45,64.18,4.09,14,1,2.23,Employee,76.67
64.02,51.82,86.93,5.49,8,3,1.67,HR,59.97
60.67,51.29,66.69,5.69,7,2,2.36,Manager,67.48
84.18,66.17,57.91,6.42,5,3,3.76,Team Lead,84.2
65.62,62.46,87.91,5.58,7,2,2.23,Employee,66.61
61.27,63.88,85.85,4.06,10,4,1.37,HR,56.47
83.88,68.16,58.95,6.99,11,1,4.0,Employee,100.0
87.56,99.1,2.13,9.61,7,5,4.94,Team Lead,100.0
51.8,64.91,76.55,5.4,4,2,1.61,Manager,56.17
53.44,45.93,76.88,4.45,4,5,1.2,Employee,38.0
62.8,52.96,74.77,5.27,9,2,1.79,HR,65.9
89.02,92.69,6.04,8.25,8,3,4.83,Employee,100.0
57.67,51.7,85.65,4.33,12,2,1.35,HR,61.18
95.28,83.11,12.26,8.41,5,1,4.76,Manager,100.0
55.44,47.21,79.1,5.21,5,5,1.83,Team Lead,47.4
84.56,79.71,55.39,6.43,5,5,2.59,Manager,79.08
98.36,80.97,28.88,9.73,3,1,4.82,Team Lead,100.0
96.21,91.92,22.67,8.4,3,4,4.17,HR,100.0
60.03,52.55,70.89,5.42,7,3,1.59,Employee,59.64
94.26,88.59,20.55,8.77,6,1,4.27,Employee,100.0
72.65,75.46,56.3,7.91,8,4,2.78,Manager,90.96
79.14,70.81,48.25,7.5,10,2,3.02,Team Lead,99.97
76.57,76.91,53.92,7.57,1,1,3.64,HR,87.48
64.64,51.02,60.49,5.97,14,3,2.38,Employee,83.12
57.84,44.0,67.43,4.59,12,5,1.15,HR,56.88
96.85,82.54,16.9,9.25,3,5,5.0,Employee,100.0
51.86,41.15,63.35,4.37,13,1,1.76,Manager,67.29
64.73,58.14,63.07,5.86,1,5,1.83,Employee,51.47
70.92,76.04,51.36,6.12,8,1,2.74,Manager,88.59
75.53,65.18,41.31,6.19,9,2,3.28,HR,91.49
68.84,45.17,70.1,4.49,8,2,1.73,Employee,59.83
71.59,66.7,43.3,6.04,7,3,3.57,Manager,85.32
94.48,92.31,6.86,9.26,2,2,4.79,HR,100.0
54.07,40.93,86.16,4.03,8,1,1.25,Employee,48.98
99.92,97.78,21.17,9.57,7,3,4.42,HR,100.0
89.1,93.47,24.3,8.23,6,1,4.27,Team Lead,100.0
72.54,77.38,46.59,7.72,1,3,3.88,HR,86.02
62.29,64.35,75.18,4.01,7,4,1.05,HR,51.1
55.28,58.16,72.67,4.51,10,2,2.38,Employee,67.16
86.56,83.64,23.06,9.57,5,3,4.61,HR,100.0
55.72,54.65,64.44,5.8,14,5,2.4,HR,76.45
68.63,53.53,75.93,5.18,5,2,1.26,HR,56.23
72.42,78.12,59.35,6.72,9,1,2.67,HR,92.62
62.57,47.07,74.64,4.31,7,3,1.01,Employee,49.44
72.66,78.53,48.57,6.65,7,4,3.04,Manager,86.48
67.28,42.85,73.52,4.08,11,2,2.34,Team Lead,65.1
60.18,54.6,78.94,5.75,2,2,1.09,HR,49.86
58.26,42.23,63.4,5.81,2,2,1.67,HR,51.94
96.99,80.13,27.84,9.66,3,2,4.22,Manager,100.0
75.74,77.09,47.03,6.42,11,1,3.03,Manager,99.89
75.9,79.54,44.3,6.25,7,5,2.54,Team Lead,81.95
76.87,79.62,51.97,7.87,3,5,3.71,Employee,86.62
76.26,77.39,33.88,6.26,12,2,2.84,Employee,100.0
66.34,42.17,68.77,4.09,7,2,2.17,Employee,56.8
53.8,51.63,74.99,5.24,7,4,1.66,Manager,54.46
55.82,40.18,86.63,5.57,7,3,1.5,Employee,52.05
94.37,82.7,29.8,8.57,6,1,4.38,Manager,100.0
76.25,65.92,51.51,6.43,3,2,2.85,Employee,76.95
67.05,60.27,69.02,4.07,4,2,2.33,Employee,57.03
50.79,48.42,63.37,4.84,13,2,1.85,Employee,69.97
75.69,73.77,41.77,6.23,4,1,2.74,Employee,83.58
89.06,91.44,26.94,9.67,6,3,4.27,Employee,100.0
77.22,72.25,58.48,7.89,6,1,3.87,Team Lead,98.08
73.64,73.76,52.52,7.99,3,2,3.86,Team Lead,91.29
62.44,61.24,71.88,4.92,4,1,1.74,Employee,58.94
90.32,85.5,9.26,9.97,7,3,4.28,HR,100.0
65.46,58.23,89.28,5.87,11,2,2.31,Team Lead,74.85
91.71,90.41,3.63,8.81,7,5,4.56,HR,100.0
77.83,65.84,49.96,7.3,14,3,3.95,Manager,100.0
87.7,90.21,15.15,8.27,13,5,4.2,HR,100.0
88.93,88.91,10.97,8.28,9,3,4.02,Manager,100.0
87.49,97.69,0.44,8.68,2,4,4.86,HR,100.0
73.99,67.77,31.62,6.84,5,3,3.26,HR,87.01
99.93,85.94,3.77,8.04,6,5,4.9,Team Lead,100.0
50.06,62.39,85.37,5.88,14,1,1.97,HR,79.45
89.06,94.04,5.7,8.5,11,2,4.51,Manager,100.0
52.33,56.64,63.34,4.59,2,1,1.2,Team Lead,48.34
68.08,44.83,88.26,5.5,7,3,1.91,Manager,57.88
72.35,68.75,46.48,7.43,5,1,3.49,Team Lead,92.01
86.09,87.84,9.44,9.6,8,2,4.17,HR,100.0
98.28,94.64,18.26,8.85,4,1,4.48,Team Lead,100.0
56.83,45.58,67.34,4.05,13,3,2.47,Team Lead,67.03
83.51,65.09,48.35,7.47,9,2,2.72,HR,95.65
80.49,75.83,35.18,6.06,14,5,3.11,Team Lead,99.68
75.35,73.53,33.98,6.02,8,2,3.41,Team Lead,93.24
51.01,41.14,65.61,4.2,7,2,1.83,HR,52.15
62.76,50.49,89.74,5.31,8,4,2.12,Manager,58.08
51.03,54.14,80.26,4.19,13,3,1.56,Team Lead,61.71
83.37,73.44,40.56,7.21,6,4,2.63,HR,87.99
93.83,92.06,29.14,9.6,2,5,4.26,Manager,100.0
60.82,41.09,77.45,4.21,10,5,1.64,Team Lead,51.31
