attendance_consistency,task_completion,task_delay_rate,work_hours,productive_hours,idle_time_hours,overtime_hours,experience,feedback_score,project_complexity,peer_collaboration_score,manager_rating,training_hours,learning_inde,performance_percentage,role
0.8,98.0,0.11,7.0,6.1,0.9,1,3,4,3,5,3,3.0,0.49,90.0,0.0
0.87,75.0,0.07,8.0,7.5,0.5,0,1,3,3,5,5,6.0,0.66,86.0,0.0
0.83,82.0,0.11,7.6,7.0,0.6,2,4,4,2,4,4,2.0,0.73,96.0,0.0
0.91,71.0,0.11,8.0,7.3,0.7,4,0,5,3,5,2,6.0,0.53,83.0,0.0
0.69,85.0,0.08,9.4,8.0,1.4,0,5,5,3,4,3,4.0,0.83,94.0,0.0
0.84,79.0,0.25,7.2,6.3,0.9,0,3,1,2,3,5,5.0,0.8,89.0,0.0
0.92,87.0,0.08,7.6,6.7,0.9,0,10,3,4,2,4,4.0,0.94,83.0,0.0
0.92,94.0,0.16,7.4,6.9,0.5,0,3,4,2,4,2,2.0,0.88,100.0,0.0
0.96,77.0,0.05,8.5,7.5,1.0,0,1,4,3,3,5,3.0,0.4,88.0,0.0
0.7,88.0,0.06,8.2,8.1,0.1,2,10,3,1,1,4,5.0,0.84,100.0,0.0
1.0,76.0,0.09,9.0,8.3,0.7,2,6,4,5,4,5,9.0,0.37,83.0,0.0
0.88,91.0,0.09,8.1,7.2,0.9,1,2,4,4,1,1,4.0,0.61,91.0,0.0
0.78,100.0,0.14,7.0,6.5,0.5,1,6,4,2,4,3,1.0,0.47,87.0,0.0
0.76,87.0,0.15,8.0,7.6,0.4,1,0,4,5,4,3,4.0,0.59,85.0,0.0
0.71,94.0,0.05,8.8,8.0,0.8,0,7,5,3,4,3,4.0,0.59,77.0,0.0
0.82,96.0,0.13,8.0,8.0,0.0,4,5,5,3,4,4,8.0,0.45,92.0,0.0
0.99,93.0,0.06,9.8,8.6,1.2,4,0,4,5,2,4,8.0,0.97,96.0,0.0
0.96,95.0,0.08,7.3,6.6,0.7,3,5,3,1,3,2,3.0,0.65,92.0,0.0
0.84,100.0,0.15,7.5,7.5,0.0,4,14,4,2,1,4,3.0,0.79,85.0,0.0
0.97,93.0,0.19,7.5,6.5,1.0,4,5,4,4,2,3,7.0,0.81,79.0,0.0
0.79,75.0,0.09,8.0,7.9,0.1,1,2,3,2,3,3,2.0,0.42,88.0,0.0
0.87,89.0,0.13,9.3,8.0,1.3,0,0,2,2,5,2,5.0,0.82,80.0,0.0
0.81,94.0,0.06,9.0,8.7,0.3,2,10,1,3,5,4,10.0,0.89,76.0,0.0
0.93,78.0,0.1,8.8,8.8,0.0,1,11,5,4,4,3,7.0,0.73,86.0,0.0
0.97,83.0,0.13,8.9,8.7,0.2,1,10,3,5,5,1,7.0,0.66,97.0,0.0
0.87,85.0,0.04,6.3,4.9,1.4,2,2,3,3,3,3,4.0,0.71,89.0,0.0
1.0,91.0,0.13,7.8,6.7,1.1,2,16,2,1,4,5,5.0,0.63,85.0,0.0
0.88,87.0,0.21,7.7,6.9,0.8,0,8,2,3,3,4,3.0,0.61,91.0,0.0
1.0,68.0,0.05,6.2,5.3,0.9,2,6,1,3,1,3,3.0,0.85,87.0,0.0
0.74,78.0,0.24,7.6,6.9,0.7,5,1,3,5,2,3,4.0,0.87,77.0,0.0
1.0,100.0,0.12,9.1,8.1,1.0,0,1,4,3,3,1,7.0,0.86,97.0,0.0
0.79,92.0,0.04,7.8,7.5,0.3,1,10,4,3,2,4,6.0,0.7,84.0,0.0
1.0,89.0,0.05,7.0,6.0,1.0,3,14,4,2,4,4,7.0,0.71,71.0,0.0
0.65,77.0,0.1,8.0,6.8,1.2,3,2,3,3,3,4,5.0,0.77,84.0,1.0
0.77,87.0,0.02,9.8,9.5,0.3,1,9,3,3,2,3,3.0,0.53,88.0,0.0
0.75,82.0,0.12,6.5,5.9,0.6,1,7,5,5,5,1,9.0,0.74,88.0,0.0
0.83,78.0,0.12,6.5,6.4,0.1,0,11,4,1,4,5,3.0,0.47,99.0,0.0
0.99,75.0,0.15,7.8,6.5,1.3,2,16,4,5,4,3,3.0,0.265,81.0,0.0
0.8,85.0,0.17,9.1,8.3,0.8,3,3,4,2,5,5,3.0,0.86,96.0,0.0
0.85,90.0,0.08,6.8,5.7,1.1,3,16,2,1,3,5,3.0,0.68,84.0,0.0
0.85,100.0,0.07,8.6,7.7,0.9,4,0,5,5,3,1,8.0,0.82,97.0,0.0
0.89,72.0,0.11,8.9,8.3,0.6,2,7,3,5,5,4,7.0,0.59,92.0,0.0
0.79,90.0,0.11,9.1,8.2,0.9,2,5,5,5,5,4,1.0,0.59,100.0,1.0
0.84,91.0,0.11,8.3,7.8,0.5,1,5,4,5,4,3,3.0,0.81,93.0,0.0
0.72,86.0,0.1,8.4,7.5,0.9,1,1,5,2,4,5,7.0,0.55,78.0,0.0
0.72,91.0,0.09,6.0,4.8,1.2,2,2,4,3,3,3,5.0,0.79,76.0,0.0
0.89,94.0,0.11,8.4,7.8,0.6,1,16,4,4,4,4,2.0,0.55,87.0,0.0
0.82,76.0,0.24,8.3,7.7,0.6,3,7,4,3,3,4,2.0,0.86,88.0,0.0
0.77,80.0,0.05,8.8,7.9,0.9,1,1,5,2,4,5,2.0,0.8,90.0,0.0
0.84,76.0,0.05,8.8,8.1,0.7,1,2,5,5,4,5,7.0,0.69,91.0,0.0
0.87,74.0,0.07,7.8,7.5,0.3,3,2,4,3,2,2,5.0,0.79,80.0,1.0
0.83,84.0,0.15,8.3,6.6,1.7,5,2,4,2,5,4,4.0,0.87,89.0,0.0
0.78,100.0,0.03,8.0,7.2,0.8,1,2,3,4,3,5,4.0,0.81,100.0,0.0
0.75,94.0,0.07,7.4,6.9,0.5,2,1,4,1,5,5,5.0,0.8,97.0,0.0
0.85,84.0,0.09,8.8,8.5,0.3,0,8,5,3,5,4,4.0,0.46,86.0,0.0
0.87,97.0,0.07,6.9,5.7,1.2,1,1,4,5,5,5,7.0,0.86,100.0,0.0
0.91,66.0,0.08,8.3,7.2,1.1,0,6,5,2,5,4,6.0,0.87,100.0,0.0
1.0,82.0,0.16,7.1,7.1,0.0,2,1,2,3,5,3,3.0,0.69,92.0,0.0
0.85,96.0,0.08,8.4,7.5,0.9,2,16,4,2,3,3,4.0,0.87,84.0,0.0
0.97,86.0,0.11,7.3,7.3,0.0,1,1,4,2,3,4,5.0,0.84,96.0,0.0
0.89,100.0,0.1,8.1,7.6,0.5,2,5,5,4,5,2,6.0,0.74,83.0,0.0
0.81,94.0,0.21,7.7,6.9,0.8,3,0,3,5,3,4,6.0,0.6,93.0,0.0
0.5700000000000001,86.0,0.2,6.2,4.7,1.5,2,7,3,2,3,4,4.0,0.41,70.0,0.0
0.78,90.0,0.06,10.0,9.7,0.3,0,5,4,2,3,3,7.0,0.65,91.0,0.0
1.0,98.0,0.03,7.9,7.6,0.3,3,16,2,4,5,3,9.0,0.58,78.0,0.0
0.97,73.0,0.1,6.8,6.0,0.8,3,5,2,5,4,1,5.0,0.92,95.0,0.0
0.75,84.0,0.06,8.2,7.2,1.0,1,16,4,5,2,3,4.0,0.79,100.0,0.0
0.82,85.0,0.07,8.3,7.5,0.8,2,4,3,4,3,3,7.0,0.92,86.0,0.0
0.99,85.0,0.18,8.5,7.3,1.2,0,2,3,5,3,5,2.0,0.6,100.0,0.0
0.89,81.0,0.02,6.9,6.8,0.1,3,9,4,4,4,4,8.0,0.69,81.0,0.0
0.98,89.0,0.04,7.4,6.7,0.7,0,1,3,1,2,3,5.0,0.8,92.0,0.0
1.0,81.0,0.13,8.0,7.6,0.4,3,1,3,1,3,4,5.0,0.8,95.0,0.0
0.79,97.0,0.21,8.0,7.4,0.6,1,0,2,4,3,4,4.0,0.89,100.0,0.0
0.71,85.0,0.04,8.9,8.4,0.5,3,1,5,3,3,4,5.0,0.56,93.0,0.0
0.8,99.0,0.05,7.2,5.9,1.3,0,5,4,3,1,5,7.0,0.54,83.0,0.0
0.94,83.0,0.07,8.2,6.8,1.4,1,8,5,3,4,5,3.0,0.54,86.0,0.0
0.88,81.0,0.19,7.3,6.2,1.1,3,0,4,3,3,4,2.0,0.59,77.0,0.0
0.73,98.0,0.05,8.3,6.9,1.4,2,0,5,2,3,2,4.0,0.69,69.0,0.0
0.88,84.0,0.06,6.0,4.9,1.1,4,3,3,3,4,1,2.0,0.6,79.0,0.0
0.77,86.0,0.14,9.5,8.5,1.0,1,16,1,3,4,5,2.0,0.74,99.0,0.0
0.98,90.0,0.02,9.0,8.3,0.7,0,0,4,5,4,4,5.0,0.94,81.0,0.0
0.98,74.0,0.17,7.8,7.8,0.0,2,16,3,2,3,5,6.0,0.93,77.0,0.0
0.96,95.0,0.25,8.5,6.9,1.6,1,12,3,3,5,1,8.0,0.45,92.0,0.0
0.79,82.0,0.09,8.3,7.5,0.8,2,6,3,3,4,5,3.0,0.85,100.0,0.0
0.88,87.0,0.08,6.7,6.1,0.6,0,5,2,1,4,1,3.0,0.85,96.0,0.0
0.77,79.0,0.19,8.5,7.8,0.7,0,3,4,3,3,3,4.0,0.48,85.0,1.0
0.97,98.0,0.12,7.3,6.6,0.7,2,1,3,4,2,3,4.0,0.61,99.0,0.0
0.95,83.0,0.04,9.6,8.0,1.6,2,4,3,5,2,4,4.0,0.78,90.0,0.0
1.0,82.0,0.1,8.2,7.5,0.7,1,0,5,3,3,5,2.0,0.98,85.0,0.0
0.77,63.0,0.07,7.8,7.1,0.7,3,13,4,2,2,3,2.0,0.87,100.0,0.0
0.74,58.5,0.05,8.9,7.0,1.9,2,0,2,2,5,3,9.0,0.58,85.0,0.0
1.0,95.0,0.11,8.6,8.2,0.4,3,1,5,5,2,4,3.0,0.47,80.0,0.0
0.8,83.0,0.05,7.0,6.0,1.0,1,1,3,3,4,3,7.0,0.88,100.0,0.0
0.96,97.0,0.03,6.5,5.4,1.1,1,16,4,2,4,4,0.0,0.94,78.0,0.0
0.85,83.0,0.08,7.2,6.4,0.8,2,3,3,4,4,5,3.0,0.91,94.0,0.0
0.82,95.0,0.04,8.5,7.2,1.3,1,2,3,3,5,5,1.0,0.74,86.0,0.0
0.83,96.0,0.2,7.3,6.6,0.7,3,2,3,3,5,4,4.0,0.9,87.0,0.0
0.85,91.0,0.16,8.0,7.3,0.7,2,12,3,4,3,5,5.0,0.75,100.0,0.0
1.0,99.0,0.07,9.3,7.7,1.6,2,0,2,2,4,1,3.0,0.79,95.0,0.0
0.88,82.0,0.24,9.5,8.8,0.7,3,12,4,2,5,3,0.0,0.78,84.0,0.0
0.91,94.0,0.18,7.0,6.0,1.0,3,2,4,4,5,4,7.0,0.93,85.0,0.0
1.0,70.0,0.17,8.0,7.5,0.5,0,3,3,3,5,1,4.0,0.8,96.0,1.0
0.95,77.0,0.07,8.1,7.6,0.5,1,5,5,2,5,5,5.0,0.8,88.0,0.0
0.94,75.0,0.275,7.0,5.4,1.6,4,4,4,1,1,4,3.0,0.7,86.0,0.0
0.86,81.0,0.09,7.3,7.1,0.2,1,3,4,4,5,2,6.0,0.92,92.0,0.0
0.79,88.0,0.05,7.2,6.1,1.1,2,10,4,4,4,2,3.0,0.74,97.0,0.0
0.86,72.0,0.22,9.3,8.6,0.7,1,16,4,5,5,4,5.0,0.88,83.0,0.0
0.78,69.0,0.02,8.7,8.1,0.6,1,5,5,4,5,4,2.0,0.54,96.0,0.0
0.93,94.0,0.09,8.4,7.5,0.9,5,5,2,2,5,3,3.0,0.68,96.0,0.0
0.88,88.0,0.06,7.6,6.2,1.4,3,8,3,3,5,3,5.0,0.73,92.0,0.0
0.9,75.0,0.14,6.9,6.4,0.5,3,1,3,3,4,4,5.0,0.89,90.0,0.0
0.88,99.0,0.08,7.9,7.9,0.0,0,5,5,2,2,1,6.0,0.56,90.0,0.0
0.79,83.0,0.02,9.7,8.2,1.5,3,2,4,4,3,3,6.0,0.96,92.0,0.0
0.85,89.0,0.11,7.9,7.1,0.8,6,5,3,5,4,2,2.0,0.93,90.0,0.0
1.0,92.0,0.08,8.2,7.4,0.8,2,5,3,3,4,4,5.0,0.85,87.0,0.0
0.95,74.0,0.05,8.6,7.1,1.5,2,4,5,5,4,5,7.0,0.62,88.0,0.0
0.77,96.0,0.12,8.6,7.8,0.8,4,1,1,2,3,4,4.0,0.58,92.0,0.0
0.92,87.0,0.02,8.2,7.9,0.3,3,3,4,2,4,5,2.0,0.57,79.0,0.0
0.78,85.0,0.12,8.8,8.8,0.0,2,2,1,4,3,2,4.0,0.79,92.0,0.0
0.9,92.0,0.1,9.0,8.0,1.0,1,6,2,5,4,5,5.0,0.96,79.0,0.0
0.77,62.0,0.07,8.3,7.1,1.2,2,10,5,2,2,3,6.0,0.77,78.0,0.0
0.74,66.0,0.07,7.5,7.4,0.1,3,10,5,3,3,5,3.0,0.76,85.0,0.0
0.77,91.0,0.03,7.8,6.9,0.9,3,0,1,1,3,5,4.0,0.75,90.0,0.0
0.69,100.0,0.03,8.7,8.1,0.6,0,9,4,4,3,4,6.0,0.93,91.0,0.0
0.9,81.0,0.12,8.3,6.8,1.5,1,3,4,4,4,4,6.0,0.64,72.0,0.0
1.0,76.0,0.13,7.9,7.2,0.7,3,4,5,3,4,5,3.0,0.95,85.0,0.0
0.99,76.0,0.1,6.2,5.5,0.7,4,2,1,3,1,4,6.0,0.8,86.0,1.0
0.95,79.0,0.04,9.1,8.2,0.9,2,6,3,2,5,4,10.0,0.81,75.0,0.0
1.0,88.0,0.11,8.4,7.8,0.6,1,2,4,4,5,5,6.0,0.43,79.0,0.0
0.86,90.0,0.06,7.8,7.0,0.8,1,0,4,4,4,5,5.0,0.41,96.0,0.0
0.91,72.0,0.13,8.8,8.5,0.3,0,2,4,5,3,3,3.0,0.63,82.0,1.0
0.71,83.0,0.13,6.2,5.9,0.3,3,0,3,4,1,5,4.0,0.38,81.0,0.0
0.82,82.0,0.2,9.5,8.9,0.6,3,1,5,2,5,4,4.0,0.84,85.0,0.0
0.76,75.0,0.04,8.5,6.9,1.6,3,0,5,1,5,5,0.0,0.65,91.0,0.0
0.83,73.0,0.07,8.8,8.4,0.4,1,5,4,4,4,4,9.0,0.66,77.0,0.0
0.8,86.0,0.1,7.4,6.5,0.9,3,1,4,4,3,5,5.0,0.61,84.0,0.0
0.9,98.0,0.17,6.5,6.5,0.0,2,8,5,3,5,4,3.0,0.85,100.0,0.0
1.0,89.0,0.17,8.5,7.5,1.0,0,2,2,3,3,4,3.0,0.73,90.0,0.0
0.86,92.0,0.17,9.6,9.6,0.0,0,16,3,3,3,3,3.0,0.71,100.0,0.0
0.8,88.0,0.05,8.1,7.4,0.7,4,4,1,2,3,5,2.0,0.73,80.0,0.0
0.76,92.0,0.08,7.5,6.7,0.8,2,2,5,3,5,4,2.0,0.85,93.0,0.0
1.0,100.0,0.11,7.8,5.9,1.9,1,3,3,1,5,3,3.0,0.66,76.0,0.0
0.74,60.0,0.05,9.3,8.7,0.6,0,8,2,2,5,2,6.0,0.6,78.0,0.0
0.79,84.0,0.09,6.6,6.5,0.1,1,5,2,5,4,3,5.0,0.75,89.0,0.0
0.5700000000000001,85.0,0.14,8.1,7.8,0.3,4,8,5,3,3,4,6.0,0.88,89.0,0.0
0.75,94.0,0.04,7.9,7.3,0.6,3,0,5,3,3,5,3.0,0.63,100.0,0.0
0.89,86.0,0.14,7.2,5.9,1.3,1,0,5,2,4,4,1.0,0.86,84.0,0.0
0.62,85.0,0.09,9.3,8.7,0.6,0,16,2,2,4,4,3.0,0.73,92.0,0.0
0.95,85.0,0.12,7.7,7.5,0.2,2,2,5,3,5,3,6.0,0.89,73.0,0.0
0.72,90.0,0.06,9.3,8.3,1.0,1,4,3,4,3,1,10.0,0.67,78.0,0.0
0.77,69.0,0.07,7.1,6.4,0.7,1,1,3,1,3,3,7.0,0.45,93.0,0.0
0.63,100.0,0.2,6.7,6.5,0.2,2,3,4,3,3,5,3.0,0.75,78.0,0.0
0.8,80.0,0.08,7.8,6.7,1.1,1,2,3,3,4,3,5.0,0.69,83.0,0.0
0.92,72.0,0.05,7.9,6.9,1.0,1,4,4,5,1,5,4.0,0.61,83.0,0.0
0.94,81.0,0.03,8.6,7.4,1.2,1,1,4,5,4,3,1.0,0.87,91.0,0.0
0.84,94.0,0.18,7.8,6.9,0.9,0,4,5,3,5,3,6.0,0.91,96.0,0.0
1.0,82.0,0.04,7.8,7.7,0.1,6,8,4,3,3,1,6.0,0.94,98.0,0.0
0.95,72.0,0.07,9.6,7.5,2.0,0,1,5,3,4,5,10.0,0.89,88.0,0.0
0.83,81.0,0.1,8.0,6.6,1.4,1,5,5,4,3,4,7.0,0.58,85.0,0.0
0.81,65.0,0.16,8.8,7.1,1.7,2,4,4,5,3,2,4.0,0.64,84.0,0.0
0.75,88.0,0.02,9.1,8.9,0.2,3,4,5,4,5,4,2.0,0.68,84.0,0.0
0.91,88.0,0.08,7.4,6.4,1.0,5,1,4,5,5,3,6.0,0.41,86.0,0.0
0.83,90.0,0.04,8.1,7.4,0.7,0,1,2,5,5,4,5.0,0.72,79.0,0.0
0.93,86.0,0.05,7.4,7.4,0.0,1,1,4,4,4,4,5.0,0.78,91.0,0.0
0.73,95.0,0.04,6.0,6.0,0.0,3,0,5,2,3,2,2.0,0.71,82.0,0.0
0.63,89.0,0.11,6.3,5.4,0.9,6,6,4,3,2,4,4.0,0.55,91.0,0.0
0.8,73.0,0.09,7.1,6.2,0.9,2,3,4,5,4,3,7.0,0.66,86.0,0.0
0.87,82.0,0.02,8.0,7.8,0.2,2,2,3,3,3,4,10.5,0.54,89.0,0.0
0.91,83.0,0.09,8.2,7.0,1.2,5,2,2,4,3,4,5.0,0.63,74.0,0.0
0.83,83.0,0.18,7.9,7.2,0.7,3,16,5,2,4,5,7.0,0.51,91.0,0.0
0.83,92.0,0.23,7.8,7.1,0.7,5,5,5,2,4,4,2.0,0.52,83.0,0.0
0.79,81.0,0.12,10.0,9.7,0.3,3,6,2,1,5,2,5.0,0.5,97.0,0.0
0.62,97.0,0.12,8.9,8.1,0.8,3,7,4,2,4,3,4.0,0.56,93.0,0.0
0.97,88.0,0.08,8.2,7.6,0.6,1,14,5,5,4,1,4.0,0.58,100.0,0.0
0.83,75.0,0.04,7.8,6.9,0.9,4,5,3,4,5,4,5.0,0.82,98.0,0.0
0.69,99.0,0.04,7.3,6.2,1.1,3,6,5,1,5,4,6.0,0.73,83.0,0.0
0.8,99.0,0.05,7.0,5.9,1.1,3,4,3,4,3,3,2.0,0.42,92.0,0.0
0.72,96.0,0.04,6.1,5.2,0.9,4,6,1,4,3,5,5.0,0.84,100.0,0.0
0.78,71.0,0.16,7.8,7.2,0.6,0,0,4,2,5,4,3.0,0.71,94.0,0.0
0.72,71.0,0.15,8.0,7.2,0.8,2,5,2,2,4,4,4.0,0.67,84.0,0.0
0.93,84.0,0.09,7.4,5.9,1.5,3,1,5,3,4,3,2.0,0.65,92.0,0.0
0.96,77.0,0.07,8.7,8.1,0.6,1,2,4,2,4,4,7.0,0.55,79.0,0.0
0.97,81.0,0.11,7.5,7.4,0.1,0,10,4,5,5,4,10.5,0.7,95.0,1.0
0.99,79.0,0.06,8.6,7.8,0.8,4,0,3,4,2,3,5.0,0.58,80.0,0.0
0.98,67.0,0.08,8.1,6.9,1.2,2,3,5,5,2,4,6.0,0.59,83.0,0.0
0.77,85.0,0.1,8.3,7.2,1.1,0,16,3,3,5,3,8.0,0.85,95.0,0.0
0.72,100.0,0.15,8.7,7.5,1.2,1,0,5,3,4,4,2.0,0.78,66.0,1.0
0.95,92.0,0.01,8.4,6.9,1.5,0,12,5,3,4,4,6.0,0.58,78.0,0.0
0.86,72.0,0.09,9.2,9.2,0.0,1,3,5,5,3,2,6.0,0.66,78.0,0.0
0.96,62.0,0.04,9.2,8.1,1.1,3,2,5,4,5,3,3.0,0.53,89.0,1.0
0.79,95.0,0.1,8.8,7.3,1.5,2,5,5,4,3,3,9.0,0.86,74.0,0.0
0.76,100.0,0.2,7.8,7.4,0.4,4,0,3,2,2,4,1.0,0.64,78.0,1.0
0.85,100.0,0.13,9.6,9.2,0.4,2,12,4,3,1,3,5.0,0.76,97.0,0.0
0.87,97.0,0.04,7.6,7.1,0.5,2,12,5,1,4,4,3.0,0.59,93.0,0.0
0.85,100.0,0.03,7.8,7.1,0.7,2,0,4,4,5,2,5.0,0.7,87.0,0.0
0.86,80.0,0.17,9.3,8.8,0.5,1,2,4,4,5,3,6.0,0.57,87.0,0.0
1.0,82.0,0.07,7.0,5.9,1.1,4,4,2,5,5,4,7.0,0.76,86.0,0.0
0.92,80.0,0.19,7.6,6.2,1.4,0,1,5,5,3,3,6.0,0.88,89.0,0.0
0.99,93.0,0.18,7.6,7.2,0.4,3,6,4,5,4,4,8.0,0.73,93.0,0.0
0.96,75.0,0.1,6.0,5.5,0.5,2,16,4,4,5,4,5.0,0.79,86.0,0.0
0.92,86.0,0.04,8.3,7.6,0.7,1,1,3,3,4,3,6.0,0.75,100.0,0.0
0.86,100.0,0.03,7.6,7.1,0.5,4,7,5,3,4,4,4.0,0.87,95.0,0.0
0.8,73.0,0.09,8.9,8.0,0.9,2,5,5,1,4,4,7.0,0.86,93.0,0.0
0.69,85.0,0.09,8.3,7.7,0.6,2,2,2,2,4,2,8.0,0.63,98.0,0.0
0.85,98.0,0.09,8.5,6.9,1.6,3,10,4,4,4,4,7.0,0.86,85.0,0.0
0.92,95.0,0.11,8.6,6.7,1.9,2,0,2,1,5,4,7.0,0.63,97.0,0.0
0.81,74.0,0.13,7.9,7.1,0.8,2,5,1,4,3,4,4.0,0.33,95.0,0.0
0.86,84.0,0.01,6.9,5.9,1.0,3,1,3,3,3,4,6.0,0.83,83.0,0.0
0.82,97.0,0.05,7.8,7.7,0.1,3,16,4,4,4,4,5.0,0.82,79.0,0.0
1.0,86.0,0.13,8.6,7.4,1.2,0,1,4,2,4,4,5.0,0.75,81.0,0.0
0.66,93.0,0.18,10.0,9.9,0.1,1,3,5,3,4,5,9.0,0.69,100.0,0.0
0.74,83.0,0.275,7.3,6.8,0.5,3,16,5,3,4,4,5.0,0.59,81.0,0.0
0.86,90.0,0.17,8.3,7.7,0.6,2,6,2,5,3,2,3.0,0.85,79.0,0.0
0.98,83.0,0.06,7.6,7.6,0.0,1,0,3,2,4,4,5.0,0.57,90.0,0.0
0.66,81.0,0.19,7.2,5.2,2.0,1,14,3,5,5,3,0.0,0.64,87.0,0.0
0.69,76.0,0.07,8.6,8.1,0.5,1,4,3,3,3,3,9.0,0.57,97.0,0.0
0.86,74.0,0.03,8.7,7.6,1.1,1,0,4,4,4,3,4.0,0.73,98.0,0.0
0.68,73.0,0.15,7.6,6.7,0.9,0,0,3,3,3,2,7.0,0.66,82.0,0.0
1.0,87.0,0.14,7.1,6.5,0.6,2,1,2,1,5,4,4.0,0.61,89.0,0.0
0.81,77.0,0.19,8.8,6.8,2.0,2,4,4,4,2,3,1.0,0.79,92.0,0.0
0.76,98.0,0.14,8.9,8.1,0.8,2,14,5,2,5,5,1.0,0.66,98.0,0.0
0.75,100.0,0.05,7.7,6.4,1.3,0,3,5,5,5,3,6.0,0.72,86.0,0.0
0.84,83.0,0.1,7.2,7.0,0.2,3,2,4,4,3,3,5.0,0.87,88.0,0.0
0.84,79.0,0.09,8.3,7.5,0.8,0,1,4,5,4,5,4.0,0.67,91.0,0.0
0.9,91.0,0.13,8.2,7.2,1.0,0,16,4,1,3,4,6.0,0.44,87.0,0.0
0.71,81.0,0.06,7.9,7.1,0.8,4,10,1,3,3,5,5.0,0.8,85.0,0.0
0.81,73.0,0.03,8.6,8.0,0.6,2,13,5,3,1,5,7.0,0.79,83.0,0.0
0.9,73.0,0.1,10.0,9.2,0.8,3,5,4,5,3,5,7.0,0.9,85.0,0.0
0.76,78.0,0.0,7.0,5.9,1.1,3,4,2,5,4,3,9.0,0.68,73.0,0.0
0.94,100.0,0.19,8.9,8.5,0.4,0,1,5,3,4,5,2.0,0.59,85.0,0.0
0.84,94.0,0.15,7.8,7.8,0.0,4,5,4,4,5,1,3.0,0.5,93.0,1.0
0.97,68.0,0.12,7.3,6.1,1.2,1,1,2,2,2,5,2.0,0.68,100.0,1.0
0.87,97.0,0.11,6.5,6.1,0.4,4,1,5,3,5,4,4.0,0.71,88.0,0.0
0.76,100.0,0.1,8.7,8.1,0.6,1,8,4,3,3,4,10.5,0.92,70.0,0.0
0.5700000000000001,80.0,0.19,6.0,4.8,1.2,2,5,4,2,5,3,7.0,0.57,73.0,0.0
0.76,100.0,0.14,7.3,6.7,0.6,6,6,3,1,1,4,4.0,0.65,91.0,0.0
0.87,89.0,0.22,7.5,6.2,1.3,1,5,4,3,3,5,4.0,0.27,85.0,0.0
0.69,79.0,0.14,7.1,6.6,0.5,2,16,5,1,4,3,6.0,0.52,87.0,0.0
0.6,69.0,0.09,7.4,6.7,0.7,1,4,4,2,4,1,4.0,0.69,88.0,0.0
0.69,92.0,0.03,8.8,8.1,0.7,2,0,4,1,3,5,4.0,0.76,84.0,0.0
0.9,82.0,0.2,8.3,7.5,0.8,1,4,3,3,4,3,5.0,0.265,93.0,0.0
0.83,72.0,0.24,7.1,6.5,0.6,3,5,5,4,4,3,8.0,0.77,93.0,0.0
0.84,90.0,0.09,7.2,6.2,1.0,0,15,4,2,3,4,3.0,0.93,73.0,1.0
0.68,95.0,0.12,7.9,6.5,1.4,2,3,4,1,4,2,4.0,0.5,81.0,0.0
0.96,74.0,0.15,7.5,6.9,0.6,1,8,3,5,4,3,8.0,0.45,87.0,0.0
0.89,96.0,0.15,8.6,8.0,0.6,3,8,3,4,5,4,5.0,0.58,100.0,0.0
0.86,74.0,0.15,8.8,8.1,0.7,1,0,4,3,3,3,3.0,0.74,100.0,0.0
0.92,92.0,0.24,8.1,6.4,1.7,1,0,3,4,5,2,5.0,0.6,81.0,0.0
0.9,100.0,0.12,8.7,8.5,0.2,2,4,4,4,4,4,0.0,0.45,77.0,0.0
0.8,90.0,0.15,6.8,5.1,1.7,2,3,4,5,3,5,3.0,0.79,84.0,0.0
0.92,83.0,0.07,9.0,9.0,0.0,2,12,5,4,4,5,2.0,0.8,76.0,0.0
0.91,83.0,0.07,9.6,8.3,1.3,3,0,3,4,4,5,9.0,0.53,85.0,0.0
0.89,76.0,0.11,8.2,7.7,0.5,1,7,2,3,5,4,7.0,0.92,73.0,0.0
0.98,81.0,0.13,6.8,6.3,0.5,2,13,4,4,3,4,9.0,0.265,93.0,0.0
0.82,76.0,0.16,7.1,6.5,0.6,2,1,4,5,3,4,5.0,0.87,86.0,0.0
0.83,77.0,0.14,8.5,8.2,0.3,1,2,4,3,5,3,3.0,0.82,93.0,0.0
0.87,93.0,0.15,7.1,6.2,0.9,1,16,4,4,3,5,5.0,0.77,79.0,0.0
0.8,87.0,0.12,7.2,5.9,1.3,1,4,4,5,5,3,3.0,0.74,99.0,0.0
0.88,84.0,0.11,8.0,7.2,0.8,3,2,3,3,4,4,9.0,0.85,89.0,0.0
0.78,98.0,0.03,8.7,7.3,1.4,2,0,3,1,2,4,6.0,0.76,99.0,0.0
0.99,76.0,0.01,7.2,6.1,1.1,5,2,5,1,5,5,1.0,0.81,79.0,0.0
0.86,93.0,0.11,8.4,7.8,0.6,2,16,4,3,5,3,5.0,0.9,91.0,0.0
0.78,97.0,0.13,8.3,7.9,0.4,3,5,4,1,5,4,5.0,0.69,83.0,0.0
0.93,96.0,0.12,6.5,6.3,0.2,2,3,4,3,3,2,6.0,0.74,95.0,0.0
0.91,87.0,0.08,8.6,7.9,0.7,1,13,4,2,5,5,3.0,0.78,89.0,0.0
0.82,82.0,0.05,8.9,8.5,0.4,1,10,5,5,5,5,6.0,0.7,84.0,0.0
0.84,92.0,0.05,7.4,5.8,1.6,3,10,3,2,5,5,3.0,0.7,91.0,0.0
