attendance_consistency,task_completion,task_delay_rate,productive_hours,experience,project_complexity,feedback_score,role,performance_percentage,efficiency_score,exp_productivity
91.12,94.67,0.8,9.95,5,2,4.21,Employee,100.0,93.87,14.924999999999999
60.69,49.67,79.38,4.3,11,2,2.17,HR,64.59,-29.709999999999994,9.03
51.48,51.68,84.16,4.5,13,1,2.07,HR,68.39,-32.48,10.35
88.85,91.66,10.24,9.71,8,5,4.99,Employee,100.0,81.42,17.478
71.17,76.82,55.06,6.33,1,2,3.78,Manager,78.36,21.75999999999999,6.963000000000001
55.9,62.62,65.23,5.53,7,2,2.08,Manager,67.77,-2.6100000000000065,9.401
52.93,50.13,66.11,5.08,4,2,2.4,HR,56.44,-15.979999999999997,7.111999999999999
96.5,93.07,28.35,8.93,10,2,4.05,Manager,100.0,64.72,17.86
89.92,94.19,21.38,8.64,3,2,4.85,Employee,100.0,72.81,11.232000000000001
85.09,89.68,21.15,9.81,11,3,4.78,Employee,100.0,68.53,20.601000000000003
91.89,81.92,24.84,8.53,6,1,4.91,HR,100.0,57.08,13.648
91.36,81.21,28.96,9.12,10,1,4.81,Employee,100.0,52.24999999999999,18.24
74.65,70.23,53.61,7.56,7,2,2.88,Team Lead,91.18,16.620000000000005,12.851999999999999
72.8,73.13,38.47,6.65,13,3,3.03,Employee,100.0,34.66,15.295
79.89,75.52,38.05,7.99,1,2,2.93,Employee,87.59,37.47,8.789000000000001
97.48,88.46,27.64,9.29,2,1,4.1,Team Lead,100.0,60.81999999999999,11.147999999999998
66.31,64.27,66.58,5.88,13,3,1.42,HR,79.01,-2.3100000000000023,13.524
66.73,60.21,88.79,4.5,11,4,1.34,Manager,60.22,-28.580000000000005,9.450000000000001
52.64,55.96,84.8,4.31,12,2,2.36,Employee,66.31,-28.839999999999996,9.482
76.9,74.52,59.35,7.37,8,5,3.85,Team Lead,91.77,15.169999999999995,13.266
78.06,70.57,57.67,7.92,7,5,2.66,Manager,86.02,12.899999999999991,13.464
60.62,64.01,84.99,5.09,2,1,2.46,Manager,57.15,-20.97999999999999,6.108
78.97,75.69,35.0,7.63,10,5,3.02,Manager,98.67,40.69,15.26
77.21,74.31,32.38,6.99,7,3,3.55,Employee,95.83,41.93,11.883000000000001
85.58,86.92,19.19,9.63,13,1,4.44,Manager,100.0,67.73,22.149
53.68,57.01,63.53,5.04,3,5,2.13,HR,49.7,-6.520000000000003,6.5520000000000005
98.96,95.64,5.24,9.58,3,3,4.32,Employee,100.0,90.4,12.454
80.14,70.18,47.08,6.5,8,1,2.59,Manager,91.14,23.10000000000001,11.700000000000001
74.23,66.51,45.35,7.01,5,2,2.62,HR,83.58,21.160000000000004,10.515
84.17,77.36,49.14,6.12,8,1,3.48,Manager,96.44,28.22,11.016
73.12,75.44,46.36,6.04,6,5,3.62,Employee,81.9,29.08,9.664000000000001
74.52,71.47,42.5,7.1,8,3,2.84,HR,91.23,28.97,12.78
66.34,49.64,64.25,5.59,11,2,1.0,Manager,69.59,-14.61,11.739
73.12,77.75,44.18,6.69,4,2,2.83,HR,84.36,33.57,9.366
98.74,89.62,25.14,9.11,11,1,4.93,HR,100.0,64.48,19.131
66.94,55.53,62.84,5.71,12,3,1.15,Manager,73.1,-7.310000000000002,12.562000000000001
99.09,88.81,5.21,9.65,4,2,4.5,HR,100.0,83.60000000000001,13.51
60.74,58.99,84.51,4.67,8,3,2.2,HR,60.36,-25.520000000000003,8.406
58.06,43.1,64.55,5.95,7,3,1.58,Employee,60.19,-21.449999999999996,10.115
66.15,60.95,70.58,5.56,6,4,2.42,HR,64.64,-9.629999999999995,8.895999999999999
84.57,75.97,46.2,7.61,10,3,3.96,Team Lead,100.0,29.769999999999996,15.22
94.01,98.76,0.61,9.82,3,5,4.73,Employee,100.0,98.15,12.766
60.4,50.96,80.15,4.92,14,1,2.23,Employee,76.11,-29.190000000000005,11.808
88.35,86.19,21.02,8.45,3,3,4.62,Employee,100.0,65.17,10.985
97.38,98.16,11.27,8.02,1,2,4.32,HR,100.0,86.89,8.822000000000001
72.17,77.67,49.36,7.74,11,2,3.9,Team Lead,100.0,28.310000000000002,16.254
94.68,88.98,11.3,9.01,7,1,4.4,Manager,100.0,77.68,15.316999999999998
87.36,84.21,10.98,9.76,5,4,4.13,Employee,100.0,73.22999999999999,14.64
59.52,48.87,61.24,4.68,14,3,1.75,Manager,71.43,-12.370000000000005,11.232
89.1,87.81,13.8,8.17,7,2,4.84,Team Lead,100.0,74.01,13.889
66.87,53.58,84.58,4.38,1,1,1.82,HR,46.89,-31.0,4.8180000000000005
63.54,48.21,67.08,5.09,2,2,1.14,HR,48.06,-18.869999999999997,6.108
61.38,59.77,80.91,5.99,6,2,1.02,HR,60.15,-21.139999999999993,9.584000000000001
98.14,98.68,19.43,9.08,3,1,4.14,HR,100.0,79.25,11.804
81.49,76.51,37.13,6.71,12,4,2.51,Team Lead,97.95,39.38,14.762
63.05,48.95,77.03,4.41,2,1,2.09,HR,49.54,-28.08,5.292
70.84,79.08,49.4,7.25,2,3,2.66,Manager,79.08,29.68,8.7
96.65,94.17,19.25,8.16,6,3,4.65,HR,100.0,74.92,13.056000000000001
65.7,43.9,80.34,4.99,9,5,2.3,Team Lead,57.98,-36.440000000000005,9.481
58.58,54.64,88.48,5.26,9,2,1.1,Employee,59.13,-33.84,9.994
65.13,57.05,63.17,5.92,13,1,2.36,Team Lead,86.16,-6.1200000000000045,13.616
71.75,75.97,42.82,6.38,13,5,3.95,Team Lead,99.79,33.15,14.674
62.69,58.77,78.56,4.24,4,1,1.4,Employee,51.81,-19.79,5.936
55.19,46.48,86.46,5.92,5,1,2.03,Manager,58.2,-39.98,8.879999999999999
51.05,52.03,71.05,4.41,4,2,1.66,HR,48.5,-19.019999999999996,6.1739999999999995
56.22,57.04,81.54,5.97,1,3,2.05,Team Lead,50.93,-24.500000000000007,6.567
90.31,87.4,9.17,8.94,6,5,4.7,Team Lead,100.0,78.23,14.304
79.45,66.04,38.76,7.84,1,2,2.53,HR,81.75,27.28000000000001,8.624
54.75,57.35,72.64,5.69,2,1,1.82,Employee,55.94,-15.29,6.828
76.68,77.73,53.85,6.89,5,5,3.99,Manager,86.11,23.880000000000003,10.334999999999999
80.31,77.5,43.15,6.83,10,2,3.19,HR,100.0,34.35,13.66
50.23,52.57,65.43,4.47,1,1,2.47,Employee,49.92,-12.860000000000007,4.917
90.86,85.43,2.47,8.2,9,1,4.56,Employee,100.0,82.96000000000001,15.579999999999998
94.65,83.89,16.57,8.77,10,4,4.56,Manager,100.0,67.32,17.54
91.92,93.07,6.51,8.91,8,5,4.06,HR,100.0,86.55999999999999,16.038
65.16,46.89,88.56,5.81,6,1,1.32,Manager,58.3,-41.67,9.296
61.19,55.72,88.05,4.51,3,4,1.92,Manager,44.55,-32.33,5.8629999999999995
78.49,68.66,34.21,6.47,14,5,3.32,Manager,100.0,34.449999999999996,15.527999999999999
72.91,70.22,49.68,7.45,14,2,2.67,Team Lead,100.0,20.54,17.88
93.74,92.05,5.81,8.39,9,3,4.99,HR,100.0,86.24,15.941
91.28,90.71,15.81,9.16,10,4,4.26,Team Lead,100.0,74.89999999999999,18.32
92.77,98.91,26.8,9.18,8,3,4.13,Team Lead,100.0,72.11,16.524
96.1,88.17,6.1,9.19,12,3,4.39,Manager,100.0,82.07000000000001,20.218
70.38,74.06,51.42,7.76,2,4,3.66,Manager,82.61,22.64,9.312
98.47,86.03,9.21,9.34,2,3,4.17,Employee,100.0,76.82,11.208
74.98,70.18,41.13,6.6,14,5,2.63,Manager,95.75,29.050000000000004,15.839999999999998
74.23,73.19,32.74,6.94,6,4,3.21,Team Lead,88.72,40.449999999999996,11.104000000000001
59.96,43.24,77.03,4.19,14,4,2.14,Employee,64.21,-33.79,10.056000000000001
68.56,45.0,66.38,5.87,4,1,1.74,HR,61.41,-21.379999999999995,8.218
77.25,72.0,42.62,7.3,9,4,2.98,Team Lead,93.84,29.380000000000003,13.87
99.46,86.36,3.72,9.88,1,3,4.4,Manager,100.0,82.64,10.868000000000002
65.68,48.87,72.36,5.1,8,2,2.25,HR,65.33,-23.490000000000002,9.18
88.74,92.28,18.13,8.64,5,4,4.6,Employee,100.0,74.15,12.96
80.72,73.13,36.71,7.81,4,5,3.28,HR,88.23,36.419999999999995,10.934
91.05,95.31,9.64,9.52,10,5,4.97,HR,100.0,85.67,19.04
62.39,61.19,82.94,5.09,7,4,2.34,HR,60.54,-21.75,8.652999999999999
52.68,59.0,82.25,4.58,7,2,1.49,Manager,54.74,-23.25,7.786
70.15,74.05,36.86,6.83,2,2,3.53,Employee,84.17,37.19,8.196
82.16,77.1,40.88,7.57,10,4,3.79,Manager,100.0,36.21999999999999,15.14
96.87,80.03,10.3,9.86,7,2,4.76,Manager,100.0,69.73,16.761999999999997
83.23,75.66,43.19,7.91,13,5,3.88,Team Lead,100.0,32.47,18.192999999999998
80.31,69.89,44.87,6.39,1,4,2.77,HR,71.85,25.020000000000003,7.029
90.68,83.56,10.17,8.92,14,5,4.88,Team Lead,100.0,73.39,21.407999999999998
69.87,57.75,65.49,5.89,14,2,1.25,Team Lead,81.39,-7.739999999999995,14.136
93.64,95.22,26.19,8.44,13,1,4.78,HR,100.0,69.03,19.412
65.42,54.78,73.17,4.41,2,4,2.41,Manager,48.25,-18.39,5.292
98.59,85.11,22.91,9.42,12,3,4.16,Employee,100.0,62.2,20.724
81.97,67.26,33.65,7.02,6,4,3.8,Employee,92.01,33.61000000000001,11.232
97.16,87.4,1.59,9.76,13,1,4.44,Manager,100.0,85.81,22.447999999999997
81.76,77.95,53.92,7.74,13,4,2.96,Team Lead,100.0,24.03,17.802
93.27,85.25,28.85,8.99,9,5,4.89,Manager,100.0,56.4,17.081
73.62,68.1,41.91,7.72,9,1,2.59,HR,98.02,26.189999999999998,14.668
77.67,78.73,31.49,7.62,3,5,2.6,Manager,83.84,47.24000000000001,9.906
94.29,86.33,29.79,9.31,10,4,4.7,Employee,100.0,56.54,18.62
62.68,57.48,68.59,5.71,6,1,1.28,Manager,64.11,-11.110000000000007,9.136000000000001
88.27,88.93,25.71,8.63,4,2,4.16,Employee,100.0,63.220000000000006,12.082
89.83,84.07,8.79,8.5,3,4,4.43,Team Lead,100.0,75.28,11.05
60.77,47.81,70.73,4.71,5,4,1.37,Manager,47.79,-22.92,7.0649999999999995
93.63,83.41,0.67,9.14,5,2,4.52,Manager,100.0,82.74,13.71
50.86,63.43,62.64,4.07,10,2,1.87,HR,64.94,0.7899999999999991,8.14
84.65,76.38,34.45,6.2,10,1,2.87,Team Lead,100.0,41.92999999999999,12.4
64.52,47.47,65.75,4.14,10,4,1.72,Employee,58.48,-18.28,8.28
85.88,91.05,17.86,9.74,13,3,4.58,Team Lead,100.0,73.19,22.401999999999997
99.02,82.25,22.02,9.09,14,1,4.86,Employee,100.0,60.230000000000004,21.816
78.17,73.3,36.82,7.42,1,5,3.6,Employee,81.28,36.48,8.162
93.82,92.63,21.88,9.73,3,2,4.82,Manager,100.0,70.75,12.649000000000001
52.24,41.04,78.34,4.63,2,1,1.02,HR,39.96,-37.300000000000004,5.556
58.77,55.25,71.92,4.08,4,1,2.49,Employee,55.74,-16.67,5.712
85.92,86.22,4.1,9.05,11,1,4.52,Team Lead,100.0,82.12,19.005000000000003
80.05,67.16,38.28,6.36,14,3,3.92,Employee,100.0,28.879999999999995,15.264
93.28,87.13,13.42,9.93,1,1,4.38,HR,100.0,73.71,10.923
52.87,57.66,89.6,5.73,13,4,2.21,Team Lead,70.32,-31.939999999999998,13.179
88.97,89.31,26.83,9.55,4,3,4.23,Manager,100.0,62.480000000000004,13.370000000000001
64.96,44.54,88.02,4.8,1,5,1.93,Employee,37.64,-43.48,5.28
64.52,40.73,65.65,4.5,13,4,1.99,Manager,65.66,-24.92000000000001,10.35
78.99,67.14,32.99,6.4,13,3,2.95,Manager,100.0,34.15,14.719999999999999
79.79,78.15,30.8,6.82,2,5,3.36,Team Lead,82.16,47.35000000000001,8.184
74.3,76.58,52.81,7.08,4,4,3.56,Manager,84.23,23.769999999999996,9.911999999999999
51.22,43.69,70.96,4.91,7,3,2.43,Manager,56.41,-27.269999999999996,8.347
79.42,66.66,32.41,6.59,3,5,2.99,Manager,77.24,34.25,8.567
78.88,71.09,53.53,6.48,13,1,3.11,Team Lead,100.0,17.560000000000002,14.904
92.44,94.91,19.66,9.29,1,2,4.96,HR,100.0,75.25,10.219
84.88,74.55,56.19,7.62,7,2,3.48,Manager,97.82,18.36,12.954
87.04,99.54,23.79,9.64,9,4,4.04,Manager,100.0,75.75,18.316
59.64,44.23,60.03,5.8,2,2,2.26,Manager,56.44,-15.800000000000004,6.96
90.94,90.88,0.66,9.67,10,4,4.51,Manager,100.0,90.22,19.34
92.89,88.48,29.94,8.41,2,2,4.41,Team Lead,100.0,58.540000000000006,10.092
71.27,69.07,53.03,7.13,9,5,3.34,Team Lead,88.26,16.039999999999992,13.546999999999999
79.36,74.39,56.74,7.01,4,3,2.62,Employee,80.95,17.65,9.813999999999998
53.35,58.94,79.29,4.09,8,4,2.42,Team Lead,55.7,-20.35000000000001,7.362
97.48,90.13,4.74,9.2,9,5,4.25,Team Lead,100.0,85.39,17.479999999999997
73.89,71.64,51.45,6.32,5,2,3.26,Manager,83.6,20.189999999999998,9.48
57.91,59.37,84.76,4.04,5,5,1.32,Employee,42.15,-25.390000000000008,6.0600000000000005
81.25,78.65,54.38,6.79,7,3,3.7,Manager,93.48,24.270000000000003,11.543
79.6,77.36,45.53,6.23,8,5,3.71,Team Lead,89.68,31.83,11.214
59.06,51.12,78.67,5.58,2,2,1.57,HR,50.1,-27.550000000000004,6.696
69.82,43.11,87.54,4.96,3,5,2.3,HR,45.18,-44.43000000000001,6.448
72.56,76.65,36.33,6.51,9,3,2.74,Manager,92.14,40.32000000000001,12.369
81.1,79.25,36.09,7.13,3,5,3.97,Manager,88.34,43.16,9.269
50.15,52.54,64.84,5.93,5,1,1.31,HR,59.51,-12.300000000000004,8.895
98.7,82.09,13.16,9.34,9,1,4.67,Team Lead,100.0,68.93,17.746
86.64,93.12,22.16,9.28,1,2,4.07,HR,100.0,70.96000000000001,10.208
75.37,71.31,48.02,6.01,4,1,3.58,Manager,84.6,23.29,8.414
80.38,70.71,33.42,7.89,6,1,3.9,Team Lead,100.0,37.28999999999999,12.624
83.52,74.78,39.42,6.51,12,4,3.73,HR,100.0,35.36,14.322000000000001
79.67,76.16,39.32,6.9,6,5,3.98,Manager,91.3,36.839999999999996,11.040000000000001
60.51,45.35,84.53,5.81,12,5,1.16,Manager,60.67,-39.18,12.782
78.83,66.46,51.34,6.54,4,3,2.72,Employee,77.69,15.11999999999999,9.155999999999999
70.95,77.01,56.48,7.19,12,4,2.98,Employee,96.42,20.53000000000001,15.818000000000001
73.24,76.15,53.92,7.5,13,3,3.34,Employee,100.0,22.230000000000004,17.25
77.82,68.21,55.07,6.18,1,3,2.84,Manager,70.02,13.139999999999993,6.798
75.02,65.16,30.51,6.79,2,5,3.18,Team Lead,76.05,34.64999999999999,8.148
96.85,82.13,14.29,9.89,3,5,4.27,Employee,100.0,67.84,12.857000000000001
51.82,46.58,71.14,5.7,4,3,2.19,Team Lead,54.16,-24.560000000000002,7.9799999999999995
98.09,81.96,29.52,9.52,7,1,4.06,Employee,100.0,52.44,16.183999999999997
58.23,45.13,89.05,4.57,12,1,1.11,HR,60.7,-43.919999999999995,10.054000000000002
71.29,73.21,45.66,7.45,7,3,2.89,Team Lead,90.37,27.549999999999997,12.665
56.09,47.53,74.51,4.81,13,1,1.56,Manager,69.21,-26.980000000000004,11.062999999999999
94.76,85.03,11.11,8.22,9,1,4.98,Employee,100.0,73.92,15.618
79.25,76.77,50.8,7.49,4,3,2.61,Team Lead,85.2,25.97,10.485999999999999
97.41,95.19,6.52,8.2,1,5,4.08,Manager,100.0,88.67,9.02
55.45,64.19,89.58,5.02,5,1,2.27,Manager,59.66,-25.39,7.529999999999999
89.9,86.51,29.06,8.82,8,4,4.73,Manager,100.0,57.45,15.876000000000001
92.95,86.43,2.25,9.79,7,4,4.8,Manager,100.0,84.18,16.642999999999997
83.33,78.86,56.32,6.28,7,3,3.59,Team Lead,90.62,22.54,10.676
95.54,98.51,23.43,8.7,3,5,4.03,Team Lead,100.0,75.08000000000001,11.309999999999999
51.19,49.34,62.33,5.19,13,2,1.97,Manager,72.95,-12.989999999999995,11.937
90.29,99.98,16.32,8.54,14,2,4.75,Manager,100.0,83.66,20.496
93.49,92.31,1.19,8.81,13,2,4.65,HR,100.0,91.12,20.262999999999998
94.44,81.29,5.08,9.63,14,4,4.08,Team Lead,100.0,76.21000000000001,23.112000000000002
97.86,89.58,17.86,8.62,8,4,4.75,Manager,100.0,71.72,15.515999999999998
77.75,77.5,33.47,6.37,11,1,3.43,Manager,100.0,44.03,13.377
73.59,65.04,43.13,6.39,1,3,2.58,HR,70.14,21.910000000000004,7.029
77.96,68.19,37.63,6.32,6,4,3.77,Employee,86.9,30.559999999999995,10.112000000000002
68.29,42.25,70.79,5.74,9,4,1.23,Manager,60.46,-28.540000000000006,10.906
81.58,79.35,56.02,7.46,10,4,2.61,HR,95.34,23.32999999999999,14.92
82.38,70.67,43.45,7.34,7,5,3.5,Manager,91.28,27.22,12.478
74.07,76.75,34.16,6.52,9,2,3.57,Team Lead,99.16,42.59,12.387999999999998
57.92,49.57,77.9,5.43,9,1,1.97,Team Lead,66.77,-28.330000000000005,10.316999999999998
53.32,43.57,70.4,5.44,8,3,1.97,Team Lead,59.38,-26.830000000000005,9.792000000000002
81.48,65.41,35.71,7.42,13,2,2.72,HR,100.0,29.699999999999996,17.066
86.11,86.95,21.61,9.47,13,2,4.58,Manager,100.0,65.34,21.781
86.2,96.91,29.59,9.39,8,3,4.98,Team Lead,100.0,67.32,16.902
59.97,41.78,71.53,4.71,6,1,1.24,Team Lead,52.98,-29.75,7.5360000000000005
90.72,95.5,10.12,8.38,6,3,4.57,Employee,100.0,85.38,13.408000000000001
98.74,92.33,7.39,9.38,13,3,4.6,Manager,100.0,84.94,21.574
94.95,81.73,19.31,9.21,4,4,4.21,Manager,100.0,62.42,12.894
57.07,64.84,71.01,5.16,5,3,1.89,HR,58.77,-6.170000000000002,7.74
85.43,88.75,22.64,9.71,14,2,4.79,HR,100.0,66.11,23.304000000000002
54.61,60.99,63.28,5.42,4,5,2.03,Team Lead,54.53,-2.289999999999999,7.587999999999999
55.43,55.76,69.64,4.56,12,1,1.89,Team Lead,70.94,-13.880000000000003,10.032
57.81,56.0,61.42,4.09,7,1,1.38,HR,58.31,-5.420000000000002,6.952999999999999
73.61,78.86,55.99,6.5,6,4,3.98,Employee,87.3,22.869999999999997,10.4
72.2,77.1,44.43,7.6,9,4,3.6,HR,98.31,32.669999999999995,14.44
98.61,82.37,1.18,9.37,12,1,4.39,Manager,100.0,81.19,20.614
73.81,66.85,30.4,6.61,13,2,3.91,Team Lead,100.0,36.449999999999996,15.203
99.21,99.22,24.41,9.76,9,5,4.69,Employee,100.0,74.81,18.544
61.33,50.71,88.89,5.56,11,2,1.62,Manager,66.66,-38.18,11.676
87.97,82.02,5.36,9.89,7,4,4.46,Employee,100.0,76.66,16.813
88.94,95.35,27.8,8.97,12,2,4.32,HR,100.0,67.55,19.734
65.25,54.73,70.97,4.49,13,1,2.35,HR,76.74,-16.240000000000002,10.327
94.88,90.91,29.58,9.78,3,3,4.68,Manager,100.0,61.33,12.714
78.93,66.31,47.35,6.41,4,3,3.47,Manager,81.56,18.96,8.974
72.38,72.88,44.69,7.65,7,3,2.79,HR,91.25,28.189999999999998,13.005
98.12,92.89,7.37,8.01,1,4,4.46,Manager,100.0,85.52,8.811
54.84,55.63,84.41,4.07,13,3,2.36,HR,65.68,-28.779999999999994,9.361
76.72,76.29,41.82,6.16,9,4,2.79,Employee,88.42,34.470000000000006,11.703999999999999
89.22,83.59,16.61,8.29,13,5,4.27,Manager,100.0,66.98,19.066999999999997
55.12,64.14,72.98,4.08,8,4,1.62,Team Lead,54.92,-8.840000000000003,7.344
94.61,85.16,8.57,8.01,9,3,4.08,Manager,100.0,76.59,15.219
90.86,83.83,12.35,9.87,12,5,4.43,HR,100.0,71.48,21.714
97.5,98.26,16.36,9.84,11,4,4.54,Team Lead,100.0,81.9,20.664
77.55,71.92,33.35,6.88,9,4,3.52,Team Lead,96.27,38.57,13.072
64.16,48.58,68.41,4.26,14,2,2.38,HR,74.14,-19.83,10.223999999999998
54.88,57.34,82.07,4.55,5,1,1.04,Team Lead,50.45,-24.72999999999999,6.824999999999999
59.58,41.65,80.96,5.66,4,3,2.3,Employee,52.98,-39.309999999999995,7.9239999999999995
93.41,81.18,2.2,8.62,7,4,4.77,HR,100.0,78.98,14.653999999999998
70.09,66.5,48.7,6.16,14,3,2.52,HR,93.14,17.799999999999997,14.783999999999999
85.85,87.39,15.17,9.12,14,5,4.73,Manager,100.0,72.22,21.887999999999998
75.42,75.58,45.36,7.84,13,3,2.64,Manager,100.0,30.22,18.032
80.06,77.57,59.52,6.17,8,4,3.53,Manager,87.88,18.04999999999999,11.106
50.77,47.8,71.5,4.45,8,2,1.97,Manager,56.83,-23.700000000000003,8.01
56.6,62.53,83.39,5.54,9,4,1.03,Employee,59.09,-20.86,10.526
63.48,47.19,76.41,4.47,1,5,1.17,Employee,34.95,-29.22,4.917
82.4,69.53,34.07,6.72,8,3,3.67,HR,96.59,35.46,12.096
89.49,92.53,24.64,9.02,14,4,4.72,Team Lead,100.0,67.89,21.648
95.13,95.23,14.69,8.05,11,4,4.49,HR,100.0,80.54,16.905
89.16,88.41,6.9,8.82,2,3,4.1,HR,100.0,81.50999999999999,10.584
73.31,75.02,46.62,6.34,10,4,3.74,Manager,93.93,28.4,12.68
62.15,51.58,72.15,4.47,2,5,2.37,Manager,44.77,-20.570000000000007,5.364
90.11,83.3,5.55,9.29,7,4,4.83,Team Lead,100.0,77.75,15.792999999999997
72.34,75.47,32.21,6.15,6,3,3.94,Manager,90.75,43.26,9.840000000000002
82.77,66.57,42.05,6.19,9,5,3.51,HR,88.76,24.519999999999996,11.761000000000001
93.3,84.23,8.61,9.82,3,3,4.5,HR,100.0,75.62,12.766
71.15,75.35,57.69,6.35,9,2,3.8,Employee,93.59,17.659999999999997,12.065
74.54,73.45,54.11,6.27,8,3,3.37,Team Lead,88.07,19.340000000000003,11.286
60.87,62.6,68.0,5.03,10,2,2.03,Manager,71.74,-5.399999999999999,10.06
69.39,49.31,82.53,4.78,7,2,1.71,HR,58.08,-33.22,8.126
60.71,54.02,81.79,5.41,8,5,2.03,Employee,58.24,-27.770000000000003,9.738000000000001
68.44,49.4,72.5,4.58,12,5,2.34,Employee,66.01,-23.1,10.076
75.61,65.34,50.86,6.36,12,2,3.78,HR,99.03,14.480000000000004,13.992000000000003
68.01,61.05,79.53,4.11,10,2,2.3,Team Lead,67.47,-18.480000000000004,8.22
78.47,72.06,31.44,7.76,13,3,3.17,Employee,100.0,40.620000000000005,17.848
78.89,69.51,39.42,6.26,2,3,3.16,Team Lead,77.76,30.090000000000003,7.512
80.12,74.58,41.43,6.01,6,4,2.88,Manager,82.58,33.15,9.616
98.46,83.82,5.53,8.08,14,5,4.71,Manager,100.0,78.28999999999999,19.392
85.5,95.3,12.27,9.1,13,3,4.75,Manager,100.0,83.03,20.929999999999996
99.66,83.06,15.65,8.94,11,2,4.85,HR,100.0,67.41,18.774
89.3,91.68,25.27,8.36,13,4,4.16,HR,100.0,66.41000000000001,19.227999999999998
70.8,75.77,40.7,7.64,8,5,3.08,Manager,91.88,35.06999999999999,13.751999999999999
65.63,42.01,61.57,4.79,2,3,1.83,HR,47.82,-19.560000000000002,5.748
55.56,53.69,75.56,5.53,8,5,1.87,Manager,57.87,-21.870000000000005,9.954
89.14,97.55,11.31,9.99,13,5,4.09,Team Lead,100.0,86.24,22.977
84.07,78.8,38.55,6.42,14,3,2.62,Employee,100.0,40.25,15.408
75.65,79.18,41.67,7.15,12,4,3.27,Employee,100.0,37.510000000000005,15.730000000000002
60.67,47.4,71.64,4.12,3,1,1.6,Manager,47.67,-24.240000000000002,5.356000000000001
52.76,60.43,62.21,4.23,4,3,1.95,Manager,51.79,-1.7800000000000011,5.922000000000001
50.15,51.65,87.12,4.92,9,5,1.53,Team Lead,50.87,-35.470000000000006,9.347999999999999
73.13,72.66,36.47,6.49,11,2,3.64,HR,100.0,36.19,13.629000000000001
94.86,83.34,15.57,8.15,7,4,4.15,Team Lead,100.0,67.77000000000001,13.855
90.25,86.42,7.41,8.82,2,5,4.66,Manager,100.0,79.01,10.584
98.74,83.9,13.07,9.68,8,2,4.31,Manager,100.0,70.83000000000001,17.424
54.12,63.04,64.07,4.32,9,2,1.19,Manager,61.14,-1.029999999999994,8.208
75.09,70.24,51.78,7.79,8,1,3.83,Team Lead,100.0,18.459999999999994,14.022
55.1,45.3,67.04,5.46,10,4,1.95,HR,63.01,-21.74000000000001,10.92
90.24,94.1,16.12,8.94,14,3,4.51,Manager,100.0,77.97999999999999,21.456
70.25,70.27,48.29,7.59,6,1,3.4,Employee,93.9,21.979999999999997,12.144
73.37,68.7,58.13,6.89,3,3,3.0,Team Lead,76.76,10.57,8.957
52.17,56.19,68.37,5.78,7,4,1.59,Manager,59.1,-12.180000000000007,9.826
89.98,89.92,14.01,8.2,9,5,4.49,HR,100.0,75.91,15.579999999999998
55.88,56.8,81.06,4.74,8,3,1.03,Manager,53.65,-24.260000000000005,8.532
82.42,69.7,47.82,6.15,12,2,3.58,HR,100.0,21.880000000000003,13.530000000000001
50.5,50.57,63.87,4.66,10,1,2.4,HR,68.34,-13.299999999999997,9.32
90.91,92.79,13.39,9.43,6,2,4.79,Team Lead,100.0,79.4,15.088000000000001
97.89,85.16,6.79,8.96,5,3,4.5,Team Lead,100.0,78.36999999999999,13.440000000000001
81.27,76.31,47.34,7.81,10,3,3.73,Team Lead,100.0,28.97,15.62
57.33,48.25,81.7,5.21,9,3,1.24,Employee,56.72,-33.45,9.899
76.47,72.73,59.84,7.57,13,1,3.78,Team Lead,100.0,12.89,17.410999999999998
81.6,75.66,49.41,7.12,14,5,2.79,Employee,100.0,26.25,17.088
91.88,97.82,0.87,8.52,9,5,4.55,Manager,100.0,96.94999999999999,16.188
64.61,62.23,70.08,4.27,2,3,1.96,HR,49.95,-7.850000000000001,5.124
86.1,94.08,27.94,9.94,6,5,4.81,HR,100.0,66.14,15.904
74.31,67.96,30.14,7.96,8,1,3.03,Employee,100.0,37.81999999999999,14.328
79.53,79.1,38.46,7.66,12,4,3.85,Team Lead,100.0,40.63999999999999,16.852
62.6,46.61,85.83,4.09,1,4,1.28,HR,33.32,-39.22,4.4990000000000006
99.2,88.35,27.22,9.42,2,2,4.94,Employee,100.0,61.129999999999995,11.304
95.26,97.49,2.13,9.56,4,3,4.79,HR,100.0,95.36,13.384
84.1,68.75,39.44,7.26,14,1,3.64,Team Lead,100.0,29.310000000000002,17.424
77.49,66.17,46.59,6.35,2,4,2.86,Employee,71.97,19.58,7.619999999999999
55.73,40.09,76.71,5.38,3,4,1.59,HR,43.47,-36.61999999999999,6.994
68.28,60.34,63.27,4.3,12,4,1.79,Manager,68.96,-2.9299999999999997,9.46
99.94,94.72,15.12,8.25,3,3,4.46,Manager,100.0,79.6,10.725
95.86,93.64,0.79,8.06,6,3,4.36,Manager,100.0,92.85,12.896
69.96,46.46,81.73,5.82,13,2,1.35,Team Lead,72.93,-35.27,13.386
97.42,94.15,14.38,9.17,11,4,4.99,Team Lead,100.0,79.77000000000001,19.257
75.07,69.44,43.41,7.23,5,1,3.37,Team Lead,91.9,26.03,10.845
96.95,89.83,19.65,8.56,5,5,4.48,Manager,100.0,70.18,12.84
77.32,68.25,33.51,7.0,7,4,3.69,Employee,92.55,34.74,11.9
